product_id,category,price,base_demand,size_available,is_popular
PROD_00031,Shoes,125.11,19.250364679861057,"['S', 'XL', 'M', 'XXL', 'XS']",True
PROD_00032,Shoes,102.33,15.271855777233654,"['XS', 'L', 'XL', 'M']",True
PROD_00033,Tops,71.52,17.42948875519292,"['XL', 'L', 'S']",True
PROD_00034,Handbags,280.46,5.83721956473482,"['M', 'XXL', 'XL', 'L', 'XS']",True
PROD_00035,Tops,42.25,5.582541699138615,"['S', 'XS', 'XL', 'M']",True
PROD_00036,Outerwear,232.62,23.908563676835506,"['XL', 'L', 'S', 'XS', 'M']",True
PROD_00037,Accessories,37.17,11.867437288604838,"['S', 'XL', 'XS', 'L']",True
PROD_00038,Jewelry,329.0,17.723615022261008,"['M', 'XS', 'S']",True
PROD_00039,Bottoms,96.8,1.8101121712115862,"['XS', 'XL', 'XXL', 'S', 'L']",True
PROD_00040,Shoes,101.7,19.19152519935468,"['M', 'S', 'XL', 'XXL', 'L']",True
PROD_00041,Tops,49.51,21.11481301411406,"['S', 'M', 'XXL']",True
PROD_00042,Jewelry,285.87,3.3149192977365165,"['XL', 'XS', 'XXL', 'S', 'L']",True
PROD_00043,Accessories,28.46,13.78596139311968,"['M', 'XL', 'XXL']",True
PROD_00044,Handbags,221.53,54.39756646761195,"['XS', 'XXL', 'M', 'XL']",True
PROD_00045,Jewelry,346.3,6.93537659944775,"['XL', 'XXL', 'M', 'L', 'XS']",True
PROD_00046,Jewelry,310.43,23.372504931363377,"['S', 'XXL', 'L']",True
PROD_00047,Outerwear,201.78,20.563809102050328,"['XS', 'M', 'L']",True
PROD_00048,Bottoms,74.04,9.850895712019593,"['L', 'XXL', 'XS']",True
PROD_00049,Outerwear,206.87,17.330389008728673,"['XL', 'XXL', 'S', 'L', 'M']",True
PROD_00050,Handbags,349.33,23.902065533577698,"['S', 'XXL', 'XL']",True
PROD_00051,Dresses,133.59,26.24447806062686,"['S', 'XS', 'L']",True
PROD_00052,Outerwear,141.73,13.406713442717331,"['L', 'XXL', 'M', 'XS', 'XL']",True
PROD_00053,Dresses,171.44,9.93848448161746,"['L', 'M', 'S']",True
PROD_00054,Handbags,449.02,22.454432940532595,"['M', 'XXL', 'S', 'XL']",True
PROD_00055,Accessories,50.43,11.295195197667027,"['L', 'M', 'XXL', 'S', 'XS']",True
PROD_00056,Handbags,446.64,19.845493782501766,"['XL', 'XXL', 'S', 'XS']",True
PROD_00057,Bottoms,71.92,8.955396897050395,"['XL', 'M', 'XS', 'XXL']",True
PROD_00058,Dresses,194.31,2.285491467345767,"['M', 'S', 'XL', 'XXL']",True
PROD_00059,Dresses,131.83,17.582147289505837,"['XXL', 'S', 'XS']",True
PROD_00060,Handbags,361.06,32.86084506171929,"['M', 'XXL', 'L', 'S', 'XL']",True
PROD_00061,Jewelry,322.42,14.884477477384511,"['XS', 'M', 'XXL']",True
PROD_00062,Tops,53.01,10.053158240632651,"['XXL', 'S', 'M']",True
PROD_00063,Handbags,338.66,32.19390356369412,"['L', 'XXL', 'S']",True
PROD_00064,Bottoms,102.45,10.273181731052183,"['XL', 'L', 'XS', 'M']",True
PROD_00065,Handbags,308.7,15.311094701583542,"['L', 'XXL', 'XS', 'M', 'S']",True
PROD_00066,Bottoms,109.9,45.17660113697464,"['S', 'L', 'XXL', 'XL']",True
PROD_00067,Jewelry,190.07,21.49021098475736,"['M', 'S', 'L', 'XS', 'XXL']",True
PROD_00068,Tops,60.14,55.52802855004838,"['S', 'L', 'XL']",True
PROD_00069,Outerwear,176.58,34.447587711136805,"['XS', 'M', 'L', 'XL', 'XXL']",True
PROD_00070,Bottoms,89.29,45.53568619390173,"['M', 'XS', 'XXL', 'S']",True
PROD_00071,Dresses,175.79,9.559357592337703,"['XS', 'XXL', 'XL', 'S', 'L']",True
PROD_00072,Tops,72.56,7.780109904955829,"['XL', 'S', 'M']",True
PROD_00073,Accessories,47.91,18.215150256990587,"['M', 'XXL', 'XS']",True
PROD_00074,Dresses,135.99,22.132870632624787,"['S', 'XS', 'L']",True
PROD_00075,Handbags,240.93,16.248132412501267,"['S', 'XXL', 'XS', 'XL', 'L']",True
PROD_00076,Jewelry,269.79,6.90507380941872,"['M', 'XS', 'L', 'S', 'XXL']",True
PROD_00077,Accessories,30.84,24.057494194202015,"['M', 'XS', 'XXL']",True
PROD_00078,Accessories,38.56,9.82783134107063,"['S', 'L', 'XS', 'XL']",True
PROD_00079,Tops,83.68,13.37804470441013,"['S', 'XS', 'XXL', 'M', 'L']",True
PROD_00080,Jewelry,271.9,3.760351887421553,"['XXL', 'XS', 'XL']",True
PROD_00081,Bottoms,113.29,41.2734068277281,"['XS', 'M', 'XXL', 'S', 'XL']",True
PROD_00082,Bottoms,81.42,20.75261013219957,"['XL', 'L', 'S', 'M', 'XXL']",True
PROD_00083,Accessories,31.83,11.119496706448226,"['XL', 'XXL', 'XS']",True
PROD_00084,Tops,46.17,69.95062589568079,"['XXL', 'XL', 'XS']",True
PROD_00085,Accessories,56.79,33.49472741580639,"['L', 'XXL', 'XS', 'S', 'XL']",True
PROD_00086,Dresses,105.9,9.901983726516457,"['S', 'XL', 'L', 'XXL']",True
PROD_00087,Handbags,308.5,13.768267196458797,"['M', 'XL', 'L', 'S', 'XS']",True
PROD_00088,Accessories,57.74,7.481184392422971,"['XXL', 'S', 'XS', 'L']",True
PROD_00089,Tops,57.54,20.545480503809188,"['M', 'XXL', 'L', 'XL', 'S']",True
PROD_00090,Accessories,32.94,9.588343664020902,"['M', 'XS', 'XXL', 'L']",True
PROD_00091,Jewelry,336.97,17.28610021221814,"['S', 'L', 'M']",True
PROD_00092,Jewelry,296.22,14.062918294899383,"['S', 'XS', 'M', 'L']",True
PROD_00093,Tops,50.7,18.81223527833805,"['S', 'XS', 'M', 'XXL']",True
PROD_00094,Shoes,103.36,12.883954700065628,"['L', 'M', 'XS', 'XL', 'S']",True
PROD_00095,Tops,60.84,12.877664972537747,"['XL', 'L', 'S', 'XS', 'M']",True
PROD_00096,Handbags,315.3,2.3369174003048516,"['S', 'XS', 'M', 'L']",True
PROD_00097,Bottoms,83.62,33.1343347401821,"['XXL', 'XS', 'XL', 'M', 'L']",True
PROD_00098,Dresses,169.02,19.12652675101727,"['S', 'XS', 'L']",True
PROD_00099,Accessories,34.55,20.0809464366968,"['L', 'XXL', 'XL']",True
PROD_00100,Shoes,94.62,39.41399337891682,"['M', 'XL', 'S', 'XS', 'XXL']",True
PROD_00101,Handbags,353.63,11.560209858790813,"['L', 'S', 'XL', 'XS']",True
PROD_00102,Tops,58.44,11.945717459051304,"['XXL', 'M', 'XL', 'XS', 'S']",True
PROD_00103,Dresses,135.72,4.069841103842261,"['M', 'S', 'XS', 'XL', 'XXL']",True
PROD_00104,Shoes,151.89,20.110537784361192,"['XXL', 'L', 'XS', 'S']",True
PROD_00105,Bottoms,84.85,5.857872057867837,"['XL', 'XS', 'M']",True
PROD_00106,Dresses,209.39,75.61818514838755,"['L', 'M', 'XXL']",True
PROD_00107,Tops,58.01,24.387220091260694,"['XL', 'XS', 'L']",True
PROD_00108,Tops,65.08,18.837715894262764,"['L', 'XL', 'S', 'XXL', 'XS']",True
PROD_00109,Jewelry,237.29,28.8162863907317,"['M', 'XS', 'XL', 'L', 'S']",True
PROD_00110,Dresses,126.36,8.33238880128371,"['L', 'XXL', 'M']",True
PROD_00111,Bottoms,107.19,14.631482512072733,"['M', 'S', 'L', 'XXL']",True
PROD_00112,Jewelry,287.97,41.788504884432854,"['L', 'S', 'XS', 'XL']",True
PROD_00113,Shoes,91.25,24.218601265613856,"['XXL', 'XL', 'XS']",True
PROD_00114,Dresses,171.21,13.147930765062902,"['XXL', 'XS', 'S', 'L', 'XL']",True
PROD_00115,Handbags,346.67,18.584781810759516,"['XL', 'S', 'XS', 'L', 'M']",True
PROD_00116,Shoes,123.01,32.75517312198035,"['XXL', 'L', 'XL', 'M']",True
PROD_00117,Jewelry,211.29,3.0681465382775364,"['XXL', 'XS', 'S', 'M', 'L']",True
PROD_00118,Tops,59.43,51.40565280211441,"['M', 'L', 'XXL']",True
PROD_00119,Bottoms,116.7,10.57516057870763,"['L', 'XL', 'M', 'S', 'XS']",True
PROD_00120,Accessories,51.73,22.368765976161015,"['XXL', 'XL', 'L']",True
PROD_00121,Shoes,100.48,3.2391153128444454,"['XL', 'XS', 'M']",True
PROD_00122,Tops,48.72,24.854591918086175,"['XS', 'XL', 'S', 'L', 'M']",True
PROD_00123,Shoes,147.84,2.407425922453984,"['S', 'XXL', 'XL', 'XS']",True
PROD_00124,Outerwear,263.36,5.0040724111701795,"['S', 'XL', 'XXL', 'XS', 'L']",True
PROD_00125,Jewelry,288.28,13.035968425076135,"['XXL', 'XS', 'XL']",True
PROD_00126,Outerwear,148.23,76.37764509139427,"['M', 'XXL', 'L', 'XS']",True
PROD_00127,Dresses,154.54,15.457042746294041,"['L', 'XXL', 'S', 'XL']",True
PROD_00128,Outerwear,251.15,26.051998107657287,"['XXL', 'S', 'L', 'XL', 'XS']",True
PROD_00129,Dresses,158.52,3.5031369412858115,"['S', 'L', 'XXL', 'XS']",True
PROD_00130,Accessories,48.39,40.98980589354248,"['L', 'XL', 'XXL', 'M']",True
PROD_00131,Accessories,57.3,33.78565692675606,"['XL', 'XXL', 'S']",True
PROD_00132,Handbags,400.88,41.03188270292482,"['XXL', 'S', 'XS', 'XL']",True
PROD_00133,Bottoms,100.56,0.448372814730427,"['M', 'S', 'XL', 'XXL', 'XS']",True
PROD_00134,Dresses,193.54,27.970526710393738,"['L', 'XS', 'M', 'XL', 'XXL']",True
PROD_00135,Shoes,134.78,10.840748350404715,"['M', 'XL', 'XXL']",True
PROD_00136,Handbags,311.13,42.28522467196132,"['L', 'XL', 'S', 'XXL']",True
PROD_00137,Accessories,55.29,26.84935045653511,"['S', 'L', 'XL']",True
PROD_00138,Jewelry,199.89,47.39206375704264,"['L', 'XS', 'S']",True
PROD_00139,Jewelry,351.84,29.871670417826426,"['S', 'XL', 'XS', 'M', 'XXL']",True
PROD_00140,Accessories,47.45,19.49317898937434,"['XXL', 'L', 'XL', 'XS']",True
PROD_00141,Dresses,219.87,23.47714777425884,"['L', 'XL', 'S', 'M', 'XXL']",True
PROD_00142,Shoes,108.98,24.12587678705936,"['XL', 'S', 'M', 'L']",True
PROD_00143,Bottoms,70.36,19.426047984250502,"['L', 'XXL', 'XS', 'M']",True
PROD_00144,Bottoms,73.47,3.7577063803874973,"['M', 'XXL', 'XL', 'L', 'S']",True
PROD_00145,Handbags,367.26,7.920986503213475,"['L', 'XL', 'S', 'XS', 'M']",True
PROD_00146,Accessories,58.79,18.055688103502337,"['M', 'L', 'XXL']",True
PROD_00147,Accessories,46.96,11.112897518420864,"['L', 'M', 'S', 'XS', 'XXL']",True
PROD_00148,Bottoms,111.56,34.10756386049698,"['S', 'L', 'XXL', 'XL', 'XS']",True
PROD_00149,Dresses,216.61,21.115389467907917,"['L', 'XXL', 'XS']",True
PROD_00150,Handbags,408.2,9.789042879935021,"['XS', 'M', 'XXL', 'L', 'S']",True
PROD_00151,Shoes,132.72,19.25747664735923,"['XXL', 'M', 'XS', 'XL', 'L']",True
PROD_00152,Jewelry,196.4,17.273376495986835,"['XXL', 'XL', 'L', 'M']",True
PROD_00153,Shoes,93.84,19.037226683837606,"['M', 'XL', 'XXL', 'S', 'L']",True
PROD_00154,Accessories,39.07,22.516371003661693,"['L', 'XS', 'M', 'XL', 'XXL']",True
PROD_00155,Outerwear,259.94,21.86934309566206,"['L', 'XXL', 'S', 'XL', 'M']",True
PROD_00156,Tops,49.63,10.75841443541407,"['S', 'L', 'XXL']",True
PROD_00157,Handbags,408.22,29.92013665393367,"['L', 'S', 'XS', 'XL']",True
PROD_00158,Outerwear,145.01,11.061111713583163,"['XXL', 'XS', 'S', 'L', 'M']",True
PROD_00159,Dresses,158.08,6.008103740234672,"['S', 'XXL', 'XS', 'L']",True
PROD_00160,Jewelry,248.71,5.657107825952966,"['S', 'M', 'XXL', 'XL', 'XS']",True
PROD_00161,Jewelry,329.18,23.337352127388748,"['XXL', 'XS', 'XL']",True
PROD_00162,Dresses,105.15,25.804213673917506,"['M', 'S', 'XS', 'XL']",True
PROD_00163,Jewelry,273.32,18.37579314273596,"['M', 'S', 'XXL', 'L', 'XS']",True
PROD_00164,Accessories,40.56,9.329806273929629,"['S', 'XL', 'L', 'XS', 'M']",True
PROD_00165,Outerwear,264.78,16.356487600877905,"['XL', 'XXL', 'M']",True
PROD_00166,Accessories,47.78,10.32843770340122,"['M', 'XL', 'XXL', 'XS']",True
PROD_00167,Dresses,210.9,6.068900708217228,"['XS', 'L', 'M', 'XL']",True
PROD_00168,Dresses,219.19,49.701739141575665,"['XS', 'M', 'XXL']",True
PROD_00169,Accessories,53.07,41.65908679747859,"['XS', 'XXL', 'S', 'XL', 'L']",True
PROD_00170,Accessories,42.47,22.403459426173225,"['XXL', 'XL', 'XS', 'M', 'L']",True
PROD_00171,Shoes,143.11,63.70298962471465,"['S', 'M', 'XS', 'XXL']",True
PROD_00172,Shoes,147.24,91.72716048310748,"['XXL', 'S', 'L', 'M']",True
PROD_00173,Tops,61.36,15.450057823944398,"['M', 'XL', 'S', 'XXL']",True
PROD_00174,Handbags,309.82,22.124738532103322,"['M', 'XS', 'S', 'XL']",True
PROD_00175,Bottoms,93.04,33.84146435050438,"['XS', 'XL', 'M']",True
PROD_00176,Outerwear,207.48,26.586170153489185,"['XXL', 'M', 'XS', 'L', 'S']",True
PROD_00177,Dresses,120.79,3.4750650936714496,"['XS', 'M', 'XL', 'XXL']",True
PROD_00178,Handbags,309.13,15.31913558078378,"['M', 'XL', 'S']",True
PROD_00179,Accessories,48.87,8.856629344715932,"['S', 'L', 'XXL', 'XS']",True
PROD_00180,Jewelry,294.74,4.305862776130881,"['L', 'XXL', 'XL', 'XS']",True
PROD_00181,Accessories,32.66,10.501843858124147,"['XXL', 'M', 'S', 'XL', 'XS']",True
PROD_00182,Outerwear,145.87,30.168593918870613,"['XS', 'S', 'XL']",True
PROD_00183,Outerwear,226.38,37.954935215709206,"['L', 'XXL', 'XL', 'M']",True
PROD_00184,Tops,43.89,15.033034989505012,"['XL', 'L', 'S']",True
PROD_00185,Tops,61.07,6.5578595306258745,"['XXL', 'L', 'XL', 'XS', 'S']",True
PROD_00186,Dresses,174.61,18.651723747224917,"['XS', 'M', 'S', 'XXL']",True
PROD_00187,Outerwear,247.75,20.498196477156778,"['XL', 'L', 'M']",True
PROD_00188,Tops,59.97,9.598371777064513,"['XXL', 'XL', 'M', 'L']",True
PROD_00189,Dresses,108.65,19.34955268969493,"['S', 'M', 'XS', 'L', 'XL']",True
PROD_00190,Tops,58.73,23.16487650913508,"['M', 'S', 'L', 'XL']",True
PROD_00191,Shoes,159.11,47.38536456383721,"['XS', 'XL', 'M']",True
PROD_00192,Tops,78.59,23.234177325688595,"['L', 'XXL', 'S', 'XS', 'M']",True
PROD_00193,Handbags,211.38,6.1418982482688165,"['S', 'XXL', 'XL']",True
PROD_00194,Dresses,170.48,4.1314454346058955,"['XS', 'L', 'XXL', 'XL']",True
PROD_00195,Tops,78.45,17.0966902450757,"['M', 'XXL', 'L']",True
PROD_00196,Jewelry,291.03,68.42638692347263,"['XL', 'XS', 'M', 'L']",True
PROD_00197,Shoes,162.95,27.890541266050434,"['XXL', 'S', 'XS', 'M', 'L']",True
PROD_00198,Bottoms,80.32,15.446904620169558,"['M', 'S', 'XS', 'XXL']",True
PROD_00199,Accessories,37.83,4.288987371263518,"['XS', 'M', 'XL', 'XXL', 'L']",True
PROD_00200,Dresses,222.21,17.87516280907201,"['M', 'L', 'XXL', 'S']",True
PROD_00201,Jewelry,367.59,40.045848527149886,"['M', 'S', 'XL', 'L', 'XS']",True
PROD_00202,Handbags,438.34,37.5908007085197,"['XL', 'L', 'XXL']",True
PROD_00203,Tops,59.32,22.131406131533264,"['L', 'XL', 'XXL']",True
PROD_00204,Bottoms,110.48,33.78970309726756,"['XL', 'L', 'M', 'XXL']",True
PROD_00205,Bottoms,111.63,25.157961724674376,"['XXL', 'S', 'L']",True
PROD_00206,Handbags,341.21,10.455760858160188,"['XL', 'XXL', 'M', 'L']",True
PROD_00207,Shoes,148.88,4.499749034924832,"['XL', 'S', 'L']",True
PROD_00208,Outerwear,270.99,3.15542759046165,"['S', 'M', 'XS']",True
PROD_00209,Outerwear,170.7,34.14033362007789,"['S', 'L', 'XL', 'M', 'XS']",True
PROD_00210,Outerwear,150.82,9.858910230552274,"['XL', 'L', 'XS', 'XXL']",True
PROD_00211,Bottoms,68.18,27.46008391017522,"['L', 'XL', 'S', 'M']",True
PROD_00212,Accessories,38.67,8.123873415774694,"['M', 'XXL', 'L']",True
PROD_00213,Handbags,391.48,18.838929540604937,"['XS', 'S', 'L', 'M', 'XL']",True
PROD_00214,Accessories,59.76,17.62692407794573,"['XS', 'XL', 'M']",True
PROD_00215,Dresses,178.02,28.902023269233705,"['XXL', 'S', 'M', 'XS']",True
PROD_00216,Shoes,118.57,2.424057570202989,"['XS', 'XL', 'M', 'XXL', 'L']",True
PROD_00217,Bottoms,106.32,24.122598502524237,"['XL', 'XS', 'M']",True
PROD_00218,Tops,67.91,43.90977248280001,"['XS', 'S', 'XL', 'L']",True
PROD_00219,Accessories,30.59,34.9345482876356,"['XS', 'L', 'XL', 'XXL']",True
PROD_00220,Outerwear,231.69,18.308718513463013,"['XL', 'M', 'XXL']",True
PROD_00221,Shoes,114.48,27.606013175424163,"['L', 'M', 'S', 'XXL']",True
PROD_00222,Shoes,86.48,24.11873901632347,"['M', 'XL', 'XS']",True
PROD_00223,Handbags,363.8,17.373415128267546,"['XXL', 'XS', 'XL', 'M']",True
PROD_00224,Bottoms,92.12,10.407504699148618,"['S', 'XXL', 'L', 'M']",True
PROD_00225,Bottoms,60.78,10.044138105352955,"['XL', 'S', 'XXL', 'XS']",True
PROD_00226,Dresses,132.92,10.12500210757613,"['XS', 'XXL', 'M', 'L']",True
PROD_00227,Jewelry,213.92,10.937521878901652,"['M', 'L', 'S', 'XS']",True
PROD_00228,Accessories,35.95,13.83972567033216,"['XL', 'XS', 'M']",True
PROD_00229,Dresses,143.82,6.478303961528829,"['L', 'M', 'XS']",True
PROD_00230,Jewelry,272.57,18.258598025681447,"['XS', 'M', 'L', 'XXL', 'S']",True
PROD_00231,Jewelry,322.47,6.996283493501936,"['XXL', 'M', 'S']",True
PROD_00232,Shoes,175.8,23.420122161202144,"['XXL', 'M', 'L']",True
PROD_00233,Outerwear,264.99,18.912050502428514,"['L', 'XL', 'XS', 'XXL', 'M']",True
PROD_00234,Dresses,113.0,5.532725664872774,"['S', 'M', 'XS']",True
PROD_00235,Bottoms,98.18,17.489100523333764,"['M', 'S', 'XXL', 'L', 'XL']",True
PROD_00236,Tops,64.17,6.2729755005039545,"['XL', 'XXL', 'M', 'XS']",True
PROD_00237,Jewelry,220.57,7.836165006178835,"['M', 'L', 'XS']",True
PROD_00238,Outerwear,215.89,7.688181851677695,"['XS', 'XXL', 'M']",True
PROD_00239,Handbags,236.59,8.091380867160433,"['XXL', 'M', 'XL', 'XS']",True
PROD_00240,Outerwear,178.51,19.408574229295482,"['S', 'M', 'XL', 'L', 'XS']",True
PROD_00241,Tops,81.17,14.600894417512666,"['XS', 'S', 'M']",True
PROD_00242,Accessories,52.1,20.58740302021984,"['L', 'M', 'XS']",True
PROD_00243,Handbags,232.05,16.49446849348182,"['S', 'XL', 'L']",True
PROD_00244,Jewelry,297.39,24.595201081671227,"['XXL', 'S', 'XS', 'M', 'L']",True
PROD_00245,Shoes,99.37,13.637744472678603,"['XL', 'S', 'XXL']",True
PROD_00246,Jewelry,335.01,16.414609990284088,"['L', 'XS', 'S', 'XXL']",True
PROD_00247,Jewelry,331.76,14.995690607579315,"['M', 'XL', 'XXL', 'S']",True
PROD_00248,Tops,78.42,16.85701049789957,"['L', 'XL', 'S', 'XS', 'M']",True
PROD_00249,Handbags,317.67,25.48662473078885,"['L', 'XS', 'M']",True
PROD_00250,Tops,71.74,21.433117162641437,"['S', 'XXL', 'M']",True
PROD_00251,Outerwear,221.62,10.644226084058904,"['XS', 'XL', 'L', 'M']",True
PROD_00252,Outerwear,191.54,20.899066483833835,"['XS', 'M', 'S', 'L', 'XL']",True
PROD_00253,Accessories,34.71,17.741971681486334,"['XL', 'L', 'M', 'S']",True
PROD_00254,Dresses,176.79,39.86443730348391,"['XL', 'M', 'XXL', 'S', 'L']",True
PROD_00255,Dresses,181.51,4.73055539043421,"['S', 'XS', 'XL', 'M', 'L']",True
PROD_00256,Tops,70.21,16.463268160338632,"['XL', 'L', 'XS']",True
PROD_00257,Dresses,175.3,49.1181608133292,"['XS', 'L', 'XXL', 'S', 'M']",True
PROD_00258,Tops,83.89,28.06819285133298,"['XXL', 'M', 'S']",True
PROD_00259,Shoes,151.78,11.139349003061511,"['M', 'XL', 'S', 'L', 'XXL']",True
PROD_00260,Accessories,35.21,18.56562676768818,"['M', 'S', 'XL']",True
PROD_00261,Jewelry,186.41,6.972380380148265,"['M', 'XL', 'L', 'XS']",True
PROD_00262,Outerwear,165.02,7.596110324172871,"['XXL', 'XS', 'M', 'XL', 'S']",True
PROD_00263,Shoes,135.11,2.6955809477448156,"['XS', 'S', 'XXL', 'XL']",True
PROD_00264,Handbags,304.43,6.6156631561533805,"['M', 'L', 'XXL', 'S']",True
PROD_00265,Shoes,146.8,20.75099507810176,"['S', 'M', 'XXL']",True
PROD_00266,Dresses,123.15,4.571425944446523,"['S', 'M', 'L', 'XL']",True
PROD_00267,Tops,61.39,42.99022861207635,"['M', 'L', 'XL', 'XS']",True
PROD_00268,Shoes,174.79,19.52480252079018,"['XL', 'XS', 'M', 'L']",True
PROD_00269,Handbags,340.9,16.93655611870665,"['L', 'S', 'XS', 'XL']",True
PROD_00270,Jewelry,226.72,8.924125984038348,"['XS', 'XL', 'M', 'S', 'XXL']",True
PROD_00271,Jewelry,350.57,13.176116613346148,"['M', 'L', 'XL', 'XXL']",True
PROD_00272,Jewelry,231.49,3.5353367087197265,"['S', 'XL', 'XS', 'M', 'L']",True
PROD_00273,Tops,46.48,4.5669521451032145,"['S', 'XXL', 'M']",True
PROD_00274,Handbags,257.0,13.499125384039719,"['XS', 'M', 'XXL', 'XL']",True
PROD_00275,Tops,57.2,12.707553493391927,"['XXL', 'XL', 'S']",True
PROD_00276,Accessories,30.67,11.979826531363898,"['S', 'L', 'XL', 'M', 'XS']",True
PROD_00277,Shoes,148.12,6.3694842322932015,"['S', 'XL', 'L', 'XS', 'XXL']",True
PROD_00278,Dresses,108.52,22.830118646839207,"['L', 'S', 'XS', 'M']",True
PROD_00279,Shoes,112.46,20.500269676301865,"['XS', 'XL', 'S', 'L']",True
PROD_00280,Jewelry,317.4,28.017915534131838,"['L', 'XXL', 'S', 'M']",True
PROD_00281,Bottoms,84.82,28.59588706459695,"['XXL', 'S', 'M', 'L']",True
PROD_00282,Handbags,270.95,38.73244867911749,"['XL', 'XS', 'L']",True
PROD_00283,Accessories,55.38,25.44615217735135,"['XL', 'XXL', 'XS', 'S', 'L']",True
PROD_00284,Accessories,39.53,11.256737516652802,"['XS', 'M', 'L']",True
PROD_00285,Outerwear,177.24,20.581870080879227,"['XS', 'XL', 'L', 'S', 'XXL']",True
PROD_00286,Accessories,55.67,28.281928999435443,"['S', 'XL', 'XS', 'L', 'XXL']",True
PROD_00287,Jewelry,322.98,13.963395961592527,"['L', 'XS', 'S', 'XL', 'M']",True
PROD_00288,Dresses,205.74,22.724827409606867,"['S', 'XXL', 'XL', 'L']",True
PROD_00289,Outerwear,241.61,3.972342901366824,"['M', 'S', 'XL']",True
PROD_00290,Outerwear,188.2,13.505965686056529,"['XL', 'XXL', 'L', 'S', 'M']",True
PROD_00291,Outerwear,150.32,5.041311055131491,"['XL', 'M', 'S']",True
PROD_00292,Bottoms,73.14,21.65789840581755,"['S', 'XXL', 'XL']",True
PROD_00293,Dresses,214.16,41.897671091805684,"['XXL', 'M', 'XL']",True
PROD_00294,Handbags,229.73,15.706826931951417,"['XL', 'M', 'XXL', 'XS', 'L']",True
PROD_00295,Shoes,144.61,30.717000748002235,"['XS', 'S', 'XL']",True
PROD_00296,Outerwear,177.47,7.569053912559129,"['L', 'M', 'XL']",True
PROD_00297,Outerwear,236.65,7.306091452337549,"['XL', 'M', 'XXL', 'XS', 'S']",True
PROD_00298,Shoes,130.28,23.210004488312247,"['M', 'L', 'XS']",True
PROD_00299,Dresses,131.29,5.236322212006836,"['M', 'XXL', 'L']",True
PROD_00300,Accessories,40.7,10.236999739217547,"['S', 'XS', 'L']",True
PROD_00301,Handbags,328.45,30.295978437087044,"['L', 'XS', 'S', 'XXL', 'XL']",True
PROD_00302,Dresses,151.78,25.317717579808352,"['S', 'M', 'XS']",True
